Typ ; Linje ; JourneyID ; Dagar ; JourneyIDRef
2 ; Buss 2 ; 9015014675200085 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=257592%2F104565%2F970284%2F399278%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100086 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=827997%2F279056%2F76544%2F237727%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400080 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=947781%2F319033%2F918598%2F143372%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200086 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=183795%2F77318%2F668864%2F273167%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100652 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=880668%2F293971%2F216832%2F185155%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300626 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=570159%2F190510%2F224940%2F77585%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400648 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=574119%2F191868%2F17802%2F182486%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200650 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=682299%2F227863%2F977724%2F261433%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100085 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=671364%2F226833%2F854984%2F203705%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300082 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=154512%2F54593%2F557222%2F227108%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000107 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=712362%2F246094%2F887078%2F206101%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200087 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=841593%2F299232%2F341830%2F109617%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100088 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=187248%2F65473%2F155920%2F15545%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200088 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=890649%2F312936%2F120902%2F236433%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100654 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=93477%2F31574%2F923856%2F430785%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400650 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=708549%2F236678%2F985738%2F256701%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200652 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=208059%2F69778%2F214826%2F38060%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100087 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=851562%2F286899%2F524946%2F21383%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300084 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=344433%2F117900%2F359716%2F65049%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000109 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=785163%2F270361%2F39322%2F242077%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200089 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=854373%2F303492%2F991422%2F210922%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100090 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=88716%2F32629%2F947950%2F444405%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200090 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=690999%2F246386%2F977734%2F258536%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100656 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=333912%2F111719%2F968510%2F372968%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300628 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=858819%2F286730%2F171094%2F200729%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400652 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=306930%2F102805%2F391824%2F93618%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200654 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=501654%2F167643%2F5364%2F164537%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000111 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=296697%2F107543%2F852092%2F327147%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100658 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=301665%2F100970%2F542140%2F170533%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400654 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=324279%2F108588%2F291100%2F37474%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200656 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=668760%2F223345%2F216078%2F114883%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000113 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=370305%2F132079%2F559878%2F156505%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100660 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=278160%2F93135%2F981272%2F397935%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200658 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=262812%2F88029%2F607350%2F216074%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000115 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=889758%2F305230%2F306510%2F143333%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400702 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=545547%2F182343%2F810874%2F223588%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000117 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=17919%2F14614%2F33930%2F10992%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100702 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=556329%2F185859%2F112564%2F129161%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200702 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=158904%2F53400%2F588420%2F241242%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000119 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=637971%2F221298%2F248588%2F88364%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120168 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=708900%2F242501%2F397148%2F37726%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100704 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=942405%2F314551%2F21126%2F303573%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300702 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=602997%2F201460%2F139890%2F131054%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400704 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=439164%2F146884%2F331762%2F19493%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200704 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=701643%2F234313%2F237680%2F115042%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000121 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=411663%2F145862%2F186054%2F44196%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100706 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=992775%2F331341%2F848850%2F93502%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400706 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=736701%2F246063%2F171732%2F159702%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200706 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=668628%2F223308%2F95838%2F174959%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000123 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=104778%2F43567%2F152048%2F41101%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200091 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=306594%2F120895%2F179830%2F12283%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100092 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=176574%2F61911%2F569082%2F225683%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400082 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=38073%2F15794%2F261002%2F117810%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200092 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=480987%2F176378%2F323586%2F1464%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100708 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=119358%2F40202%2F982220%2F451327%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300704 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=292842%2F98075%2F690638%2F247706%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400708 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=748107%2F249865%2F293636%2F102553%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200708 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=851085%2F284127%2F1874%2F282761%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100089 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=126294%2F45138%2F566634%2F241219%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000125 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=810366%2F278763%2F606988%2F33376%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300086 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=140124%2F55366%2F988392%2F447488%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200093 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=90345%2F48812%2F167192%2F53482%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100094 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=51198%2F20119%2F905024%2F435447%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400084 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=426735%2F145348%2F847784%2F281648%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200094 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=743802%2F263983%2F980768%2F242451%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100712 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=394008%2F131752%2F840176%2F288756%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400710 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=95793%2F32427%2F678444%2F307294%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200710 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=231399%2F77565%2F594496%2F220119%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100091 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=587004%2F198708%2F14790%2F188274%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000127 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=368043%2F131322%2F628454%2F191551%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300088 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=521091%2F182355%2F333538%2F6929%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200095 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=824565%2F293552%2F891504%2F170899%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100096 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=353070%2F120743%2F691584%2F228104%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400086 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=294822%2F101377%2F68572%2F63990%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200096 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=472464%2F173537%2F568246%2F126637%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100716 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=449235%2F150161%2F573048%2F136784%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300706 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=548214%2F183199%2F628270%2F131399%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400712 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=13752%2F5080%2F962418%2F476629%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200712 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=238584%2F79960%2F410176%2F125565%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000129 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=455589%2F160504%2F314964%2F5625%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100720 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=445794%2F149014%2F929954%2F316385%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400714 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=387273%2F129587%2F287448%2F14638%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200714 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=897789%2F299695%2F190170%2F204184%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100093 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=963882%2F324341%2F156980%2F242804%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000131 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=882600%2F302841%2F654194%2F32904%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300090 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=623862%2F216614%2F280568%2F67670%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200097 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=420774%2F158957%2F189488%2F45514%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100098 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=140394%2F49853%2F833354%2F369879%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400088 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=849765%2F286363%2F798846%2F116168%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200098 ; söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=190848%2F79667%2F393860%2F133314%2F80%3Fdate%3D2018-03-11%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
