Typ ; Linje ; JourneyID ; Dagar ; JourneyIDRef
TÅG ; Västtågen ; 9015014132103072 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=700761%2F246918%2F70376%2F198399%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100070 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=769263%2F256839%2F550282%2F18727%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103124 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=479439%2F173150%2F411210%2F45792%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
717 ; Buss 717 ; 9015014671700016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=277923%2F111558%2F398378%2F106549%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110019%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120179 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=714822%2F239547%2F150258%2F163147%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110002%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110101068 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=527097%2F176957%2F323836%2F13788%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100072 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=849960%2F283741%2F858546%2F145962%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300036 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=851007%2F284125%2F838528%2F135595%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400062 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=25347%2F8933%2F475966%2F229542%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200052 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=685764%2F229024%2F322442%2F67381%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200052 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=23091%2F10694%2F267706%2F126156%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100047 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=338601%2F115910%2F640954%2F207618%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100048 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=481368%2F163512%2F623848%2F151472%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300046 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=723714%2F244323%2F649644%2F83593%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400046 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=447213%2F152171%2F601642%2F151763%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000055 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=393804%2F139907%2F796596%2F267057%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200048 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=6018%2F18058%2F443456%2F219726%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200047 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=556131%2F204072%2F685672%2F157472%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103074 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=779562%2F273185%2F556694%2F18494%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103126 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=624069%2F221361%2F398%2F207824%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120180 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=55803%2F19873%2F769702%2F366253%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100074 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=22329%2F7854%2F940394%2F462754%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400064 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=975765%2F325744%2F586008%2F32251%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
741 ; Buss 741 ; 9015014674100014 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=702153%2F241172%2F363720%2F52191%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110020%26station_type%3Ddep%26format%3Djson%26"}
744 ; Buss 744 ; 9015014674400016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=627546%2F216484%2F262710%2F77827%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200054 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=25854%2F9054%2F462208%2F222501%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100049 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=830580%2F279903%2F939262%2F192780%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100050 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=154662%2F54604%2F211420%2F54170%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300048 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=341754%2F117003%2F254956%2F13570%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400048 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=827757%2F279023%2F222312%2F164767%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000057 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=780201%2F268706%2F481538%2F19326%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200050 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=22170%2F23436%2F552732%2F268990%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200049 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=384630%2F146910%2F414018%2F78803%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103076 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=356904%2F126780%2F779662%2F270863%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120181 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=954969%2F319596%2F322460%2F157096%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110002%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110101074 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=201192%2F68326%2F677666%2F271769%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100076 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=132147%2F44460%2F152526%2F32215%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400066 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=459150%2F153539%2F768642%2F231272%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200056 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=639477%2F213595%2F469330%2F21522%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200054 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=194256%2F67749%2F848738%2F359618%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100051 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=91836%2F33655%2F842640%2F390718%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100052 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=460278%2F156482%2F310686%2F1922%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300050 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=669792%2F226349%2F414112%2F16219%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400050 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=776982%2F262094%2F345018%2F86499%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000059 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=35931%2F20616%2F407288%2F191696%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200052 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=885741%2F311299%2F573896%2F8304%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200051 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=368919%2F141668%2F634468%2F194275%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103078 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=687579%2F237006%2F837938%2F189776%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100078 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=571440%2F190891%2F365038%2F7963%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400068 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=460359%2F153942%2F19202%2F143854%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200058 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=25464%2F8916%2F470008%2F226516%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100053 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=79797%2F29642%2F803776%2F375300%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100054 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=427689%2F145613%2F363160%2F39032%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400052 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=893364%2F300892%2F409298%2F93144%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200054 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=242865%2F97001%2F728900%2F283510%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200053 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=419421%2F158507%2F588646%2F154521%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103080 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=392961%2F138799%2F617216%2F177622%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110101080 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=884961%2F296249%2F377564%2F106206%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100080 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=579870%2F193701%2F445558%2F29492%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300038 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=616917%2F206095%2F772742%2F180733%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200060 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=809298%2F270203%2F338144%2F100694%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200056 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=517164%2F175385%2F814018%2F234623%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100055 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=953187%2F320772%2F473272%2F81105%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300052 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=474384%2F161216%2F45218%2F135519%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000061 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=791844%2F272590%2F293680%2F117108%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200055 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=593655%2F216580%2F574038%2F89149%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103082 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=681522%2F234987%2F785404%2F165529%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100082 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=602760%2F201331%2F410340%2F4254%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
741 ; Buss 741 ; 9015014674100016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=755016%2F258792%2F998466%2F247561%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110020%26station_type%3Ddep%26format%3Djson%26"}
744 ; Buss 744 ; 9015014674400018 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=261609%2F94330%2F29288%2F72559%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100056 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=126366%2F45172%2F150022%2F32905%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400054 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=960426%2F323246%2F347140%2F146578%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200056 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=645960%2F231366%2F565498%2F67445%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103084 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=582084%2F201840%2F846800%2F229374%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110101086 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=49947%2F17911%2F495518%2F231112%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100084 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=926859%2F309364%2F936248%2F159176%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400070 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=244281%2F81917%2F966186%2F401666%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200062 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=122694%2F41335%2F830390%2F374298%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200058 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=191385%2F66792%2F402230%2F137323%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100057 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=807327%2F272153%2F326002%2F106108%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300054 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=74436%2F27900%2F964144%2F457261%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000063 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=885768%2F303898%2F507830%2F41342%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200057 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=159669%2F71918%2F326088%2F109837%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103086 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=407790%2F143743%2F946344%2F337244%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110111129 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=984657%2F329485%2F810152%2F76857%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110002%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100058 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=997797%2F335649%2F76040%2F294596%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
